locale,slug,reason,word_count,title
ja,bjj-leg-lock-safety-bjj,doubled-bjj-suffix,413,"【BJJ】レッグロックの安全な練習方法 | BJJ App Wiki"
ja,bjj-leg-pummeling-bjj,doubled-bjj-suffix,377,"【BJJ】レッグプンメル | BJJ App Wiki"
ja,bjj-legacy-in-bjj,doubled-bjj-suffix,406,"【BJJ】BJJにおけるレガシーと貢献 | BJJ App Wiki"
ja,bjj-leverage-principles-bjj,doubled-bjj-suffix,369,"BJJのテコ原理 | BJJ App Wiki"
ja,bjj-long-game-bjj,doubled-bjj-suffix,403,"【BJJ】Long Game in BJJ | BJJ App Wiki"
ja,bjj-longevity-bjj,doubled-bjj-suffix,361,"【BJJ】長寿BJJガイド | BJJ App Wiki"
ja,bjj-longevity-guide,soft-topic:longevity,481,"BJJ長期継続ガイド｜50代・60代以降もトレーニングを続ける"
ja,bjj-losing-in-bjj,doubled-bjj-suffix,367,"【BJJ】負け方の上手さ | BJJ App Wiki"
ja,bjj-massage-therapy-bjj,doubled-bjj-suffix,489,"【BJJ】マッサージ療法 for BJJ選手"
ja,bjj-mental-game,soft-topic:mental,347,"BJJメンタルゲーム — 柔術選手のための心理学とマインドセット"
ja,bjj-mental-performance,soft-topic:mental,328,"メンタルパフォーマンスBJJ"
ja,bjj-mental-preparation,soft-topic:mental,316,"BJJメンタル準備：マインドセット・ビジュアライゼーション・競技心理学"
ja,bjj-mindfulness-bjj,doubled-bjj-suffix,362,"マインドフルネスBJJ ガイド | BJJ App Wiki"
ja,bjj-mindset-for-beginners,soft-topic:mindset,289,"BJJ初心者のマインドセット：タップを受け入れて進歩する | BJJ App Wiki"
ja,bjj-motivation-bjj,doubled-bjj-suffix,378,"BJJのモチベーション維持方法 | BJJ App Wiki"
ja,bjj-never-stop-learning-bjj,doubled-bjj-suffix,512,"【BJJ】継続的な学習 | BJJ App Wiki"
ja,bjj-nutrition-guide,soft-topic:nutrition,291,"BJJ栄養ガイド：より良くトレーニングし競技するための食事法"
ja,bjj-nutrition-science,soft-topic:nutrition,266,"BJJアスリートのための栄養科学：エビデンスベースの燃料補給"
ja,bjj-nutrition-timing,soft-topic:nutrition,340,"BJJの栄養タイミング"
ja,bjj-offense-first-bjj,doubled-bjj-suffix,310,"オフェンスファーストBJJ | アタック的なマインドセットの構築"
ja,bjj-older-athlete-bjj,doubled-bjj-suffix,292,"高齢アスリートのためのBJJ — 40代以降のスマートなトレーニング"
ja,bjj-osoto-gari-bjj,doubled-bjj-suffix,394,"【BJJ】大外刈り | BJJ App Wiki"
ja,bjj-overhead-sweep-bjj,doubled-bjj-suffix,401,"【BJJ】オーバーヘッドスイープのテクニック | BJJ App Wiki"
ja,bjj-overhook-system-bjj,doubled-bjj-suffix,480,"【BJJ】オーバーフックシステム（ウィザー） | BJJ App Wiki"
ja,bjj-overtime-strategy-bjj,doubled-bjj-suffix,449,"BJJ延長戦戦略 | EBI & IBJJF | BJJ App Wiki"
ja,bjj-overtraining-signs-bjj,doubled-bjj-suffix,385,"【BJJ】オーバーートレーニングの兆候｜BJJ Wiki"
ja,bjj-passing-concepts-bjj,doubled-bjj-suffix,507,"【BJJ】コア・ガードパスの基本 | BJJ App Wiki"
ja,bjj-peak-performance-guide,soft-topic:performance,342,"【BJJ】ピークパフォーマンスガイド"
ja,bjj-peak-performance,soft-topic:performance,309,"BJJピークパフォーマンスのタイミング | BJJ App Wiki"
ja,bjj-penalty-avoidance-bjj,doubled-bjj-suffix,364,"【BJJ】ペナルティ回避術 | BJJ App Wiki"
ja,bjj-pendulum-sweep-bjj,doubled-bjj-suffix,399,"【BJJ】ペンデュラムスイープの詳細 | BJJ App Wiki"
ja,bjj-periodization-bjj,doubled-bjj-suffix,447,"【BJJ】BJJ選手のピリオダイゼーション | BJJ App Wiki"
ja,bjj-plateaus-bjj,doubled-bjj-suffix,374,"BJJの停滞期を乗り越える | BJJ App Wiki"
ja,bjj-post-training-nutrition,soft-topic:nutrition,426,"【BJJ】トレーニング後の栄養回復"
ja,bjj-pre-training-nutrition,soft-topic:nutrition,453,"【BJJ】トレーニング前の栄養補給"
ja,bjj-principle-based-bjj,doubled-bjj-suffix,297,"【BJJ】原則ベースのトレーニング | BJJ App Wiki"
ja,bjj-proactive-bjj,doubled-bjj-suffix,328,"【BJJ】プロアクティブBJJアプローチ | BJJ App Wiki"
ja,bjj-probing-attacks-bjj,doubled-bjj-suffix,455,"【BJJ】探りの攻撃 | BJJ App Wiki"
ja,bjj-problem-solving-bjj,doubled-bjj-suffix,298,"【BJJ】問題解決 | BJJ App Wiki"
ja,bjj-progressive-overload-bjj,doubled-bjj-suffix,475,"【BJJ】漸進的過負荷の原則"
ja,bjj-proprioception-bjj,doubled-bjj-suffix,369,"【BJJ】グラップリングにおける固有受容感覚 | BJJ App Wiki"
ja,bjj-protein-for-bjj,doubled-bjj-suffix,463,"【BJJ】BJJ選手のタンパク質戦略"
ja,bjj-reaction-based-bjj,doubled-bjj-suffix,388,"【BJJ】リアクション型BJJゲーム"
ja,bjj-reaction-training-bjj,doubled-bjj-suffix,317,"BJJリアクショントレーニング | 自動反応の開発"
ja,bjj-reading-opponent-bjj,doubled-bjj-suffix,332,"【BJJ】相手を読む方法 | BJJ App Wiki"
ja,bjj-reaping-rules-bjj,doubled-bjj-suffix,394,"BJJのリーピングルール | BJJ App Wiki"
ja,bjj-recovery-protocol-bjj,doubled-bjj-suffix,374,"【BJJ】リカバリープロトコル BJJガイド | BJJ App Wiki"
ja,bjj-recovery-protocols-bjj,doubled-bjj-suffix,415,"【BJJ】トレーニング回復法 | BJJ App Wiki"
ja,bjj-referee-position-bjj,doubled-bjj-suffix,342,"【BJJ】レフェリーポジションからのエスケープ | BJJ App Wiki"
ja,bjj-referee-understanding,soft-topic:understanding,318,"【BJJ】レフェリー理解ガイド"
ja,bjj-resilience-bjj,doubled-bjj-suffix,448,"BJJにおけるレジリエンス構築 | BJJ App Wiki"
ja,bjj-sambo-for-bjj,doubled-bjj-suffix,448,"BJJのためのサンボ｜ロシア武道からのレッグロックとレスリングスキル"
ja,bjj-seoi-nage-bjj,doubled-bjj-suffix,356,"【BJJ】Seoi Nage for BJJ | BJJ App Wiki"
ja,bjj-setup-principles-bjj,doubled-bjj-suffix,430,"【BJJ】BJJ攻撃セットアップの原則 | BJJ App Wiki"
ja,bjj-shot-defense-bjj,doubled-bjj-suffix,356,"【BJJ】レスリングショットディフェンス | BJJ App Wiki"
ja,bjj-shoulder-health-bjj,doubled-bjj-suffix,341,"【BJJ】グラップラーのための肩の健康 | BJJ App Wiki"
ja,bjj-single-leg-counter-bjj,doubled-bjj-suffix,353,"【BJJ】シングルレッグカウンターテクニック"
ja,bjj-single-leg-defense-bjj,doubled-bjj-suffix,350,"【BJJ】シングルレッグディフェンス完全ガイド"
ja,bjj-situational-awareness-bjj,doubled-bjj-suffix,338,"BJJ 状況認識ガイド | BJJ App Wiki"
ja,bjj-sleep-for-bjj,doubled-bjj-suffix,338,"【BJJ】睡眠の極意 | BJJ App Wiki"
ja,bjj-sleep-performance,soft-topic:performance,393,"BJJの睡眠とパフォーマンス｜休息がゲームを変える方法"
ja,bjj-small-person-bjj,doubled-bjj-suffix,293,"小柄な人のためのBJJ — 小さな体格に機能するテクニックとガード"
ja,bjj-sparring-partners-bjj,doubled-bjj-suffix,445,"【BJJ】スパーリングパートナー管理法"
ja,bjj-specific-training-bjj,doubled-bjj-suffix,403,"【BJJ】特異性トレーニングの原則"
ja,bjj-speed-advantage-bjj,doubled-bjj-suffix,372,"BJJスピードアドバンテージの活用 | BJJ App Wiki"
ja,bjj-sprawl-guide-bjj,doubled-bjj-suffix,361,"【BJJ】スプロールテクニック | BJJ App Wiki"
ja,bjj-stacking-opponent-bjj,doubled-bjj-suffix,480,"BJJスタックによるガードパス | BJJ App Wiki"
ja,bjj-stalling-rules-bjj,doubled-bjj-suffix,406,"BJJ スタリングルール | BJJ App Wiki"
ja,bjj-stance-footwork-bjj,doubled-bjj-suffix,350,"BJJスタンス＆フットワークガイド | BJJ App Wiki"
ja,bjj-strength-in-bjj,doubled-bjj-suffix,417,"BJJにおける筋力差の活用法 | BJJ App Wiki"
ja,bjj-strength-training-bjj,doubled-bjj-suffix,418,"【BJJ】グラップラー向け筋力トレーニング | BJJ App Wiki"
ja,bjj-stress-management-bjj,doubled-bjj-suffix,340,"【BJJ】ストレスマネジメントガイド | BJJ App Wiki"
ja,bjj-stripes-system-bjj,doubled-bjj-suffix,356,"【BJJ】ストライプと中間帯 | BJJ App Wiki"
ja,bjj-submission-hunting-bjj,doubled-bjj-suffix,347,"【BJJ】試合でのサブミッションハント | BJJ App Wiki"
ja,bjj-submission-timing-bjj,doubled-bjj-suffix,355,"【BJJ】サブミッションのタイミング | BJJ App Wiki"
ja,bjj-survival-position-bjj,doubled-bjj-suffix,478,"【BJJ】サバイバルポジション | BJJ App Wiki"
ja,bjj-systematic-study-bjj,doubled-bjj-suffix,332,"【BJJ】体系的学習ガイド"
ja,bjj-tap-early-bjj,doubled-bjj-suffix,434,"【BJJ】タップとエゴ | BJJ App Wiki"
ja,bjj-tap-protocols-bjj,doubled-bjj-suffix,336,"【BJJ】タップのルールとマナー | BJJ App Wiki"
ja,bjj-teach-to-learn-bjj,doubled-bjj-suffix,326,"【BJJ】教えることで学ぶ"
ja,bjj-teaching-bjj,doubled-bjj-suffix,349,"【BJJ】人にBJJを教える方法 | BJJ App Wiki"
ja,bjj-team-scoring-bjj,doubled-bjj-suffix,419,"【BJJ】団体戦のスコアリングシステム"
ja,bjj-three-year-bjj,doubled-bjj-suffix,403,"【BJJ】3年間のBJJ成長パス"
ja,bjj-tie-up-control-bjj,doubled-bjj-suffix,387,"【BJJ】タイアップ・コントロール | BJJ App Wiki"
ja,bjj-tight-submissions-bjj,doubled-bjj-suffix,476,"【BJJ】タイトなサブミッションの取り方 | BJJ App Wiki"
ja,bjj-time-management-bjj,doubled-bjj-suffix,370,"【BJJ】試合での時間管理 | BJJ App Wiki"
ja,bjj-timing-in-bjj,doubled-bjj-suffix,388,"【BJJ】タイミングの習得 | BJJ App Wiki"
ja,bjj-tomoe-nage-bjj,doubled-bjj-suffix,383,"【BJJ】巴投げのBJJテクニック | BJJ App Wiki"
ja,bjj-trips-and-throws-bjj,doubled-bjj-suffix,342,"【BJJ】トリップ＆テイクダウン | BJJ App Wiki"
ja,bjj-two-on-one-bjj,doubled-bjj-suffix,396,"BJJのための2-on-1グリップ | BJJ App Wiki"
ja,bjj-underhook-system-bjj,doubled-bjj-suffix,472,"【BJJ】アンダ-フック・コントロール・システム | BJJ App Wiki"
ja,bjj-understanding-bjj,doubled-bjj-suffix,396,"【BJJ】BJJのより深い理解"
ja,bjj-visualization-bjj,doubled-bjj-suffix,407,"【BJJ】メンタルイメージの活用法 | BJJ App Wiki"
ja,bjj-weight-advantage-bjj,doubled-bjj-suffix,399,"【BJJ】体重差の活用術 | BJJ App Wiki"
ja,bjj-weight-class-bjj,doubled-bjj-suffix,493,"【BJJ】体重別階級での競技テクニック"
ja,bjj-wrestling-for-bjj,doubled-bjj-suffix,347,"BJJのためのレスリング — テイクダウンをジウジツゲームに組み込む方法"
ja,bjj-wrestling-takedown-for-bjj,doubled-bjj-suffix,346,"BJJのためのレスリングテイクダウン — 完全統合ガイド"
ja,bjj-wrist-control-bjj,doubled-bjj-suffix,374,"【BJJ】手首のコントロールテクニック | BJJ App Wiki"
ja,gi-vs-nogi-bjj,doubled-bjj-suffix,754,"道衣ありBJJ vs ノーギBJJ | 完全比較ガイド"
ja,how-long-to-black-belt-bjj,doubled-bjj-suffix,354,"BJJ黒帯取得までどのくらいかかる？ | BJJ App Wiki"
pt,bjj-absolute-division-bjj,doubled-bjj-suffix,1119,"Estratégia da Divisão Absoluta | BJJ App Wiki Brasil"
pt,bjj-active-recovery-bjj,doubled-bjj-suffix,1113,"Técnicas de Recuperação Ativa | BJJ App Wiki Brasil"
pt,bjj-adaptation-bjj,doubled-bjj-suffix,1138,"Adaptação no Treino de BJJ | BJJ App Wiki Brasil"
pt,bjj-advantage-system-bjj,doubled-bjj-suffix,1079,"Sistema de Vantagem no BJJ | BJJ Wiki"
pt,bjj-after-competition-bjj,doubled-bjj-suffix,1168,"Análise Pós-Competição | BJJ Wiki"
pt,bjj-analyzing-tape-bjj,doubled-bjj-suffix,1158,"Analisando Seus Próprios Vídeos | BJJ App Wiki Brasil"
pt,bjj-arm-collection-bjj,doubled-bjj-suffix,1107,"Coleção de Braços no Jiu-Jitsu | BJJ Wiki"
pt,bjj-arm-control-bjj,doubled-bjj-suffix,1147,"Princípios de Controle de Braço | BJJ Wiki"
pt,bjj-armbar-details-bjj,doubled-bjj-suffix,1197,"Guia Detalhado de Armbar no Jiu-Jitsu | BJJ Wiki"
pt,bjj-armpit-control-bjj,doubled-bjj-suffix,1050,"Controle de Axila no Jiu Jitsu | BJJ Wiki"
pt,bjj-athlete-mindset,soft-topic:mindset,1048,"Mentalidade de Atleta de BJJ: Treine Como os Campeões | BJJ Wiki"
pt,bjj-balance-in-bjj,doubled-bjj-suffix,1151,"Equilíbrio no Jiu-Jitsu | BJJ Wiki"
pt,bjj-balance-training-bjj,doubled-bjj-suffix,846,"Treinamento de Equilíbrio e Coordenação para BJJ"
pt,bjj-balloon-sweep-bjj,doubled-bjj-suffix,1126,"Raspagem Balão (Sumi Gaeshi) | BJJ Wiki"
pt,bjj-base-in-bjj,doubled-bjj-suffix,1092,"Base no BJJ | Estabilidade Essencial | BJJ Wiki"
pt,bjj-beginner-mind-bjj,doubled-bjj-suffix,1191,"Mente de Iniciante no Jiu Jitsu | BJJ Wiki"
pt,bjj-between-matches-bjj,doubled-bjj-suffix,973,"Gerenciando Energia Entre Lutas | BJJ Wiki"
pt,bjj-black-belt-mindset,soft-topic:mindset,1167,"Mentalidade Faixa Preta BJJ: O Que Significa | BJJ Wiki"
pt,bjj-body-mechanic-bjj,doubled-bjj-suffix,1080,"Mecânica Corporal no Jiu-Jitsu | BJJ Wiki"
pt,bjj-breakdown-technique-bjj,doubled-bjj-suffix,1036,"Decomposição de Técnicas | BJJ App Wiki Brasil"
pt,bjj-breath-control-bjj,doubled-bjj-suffix,868,"Respiração & Controle de Respiração em Competição BJJ"
pt,bjj-clinch-work-bjj,doubled-bjj-suffix,828,"Clinch e Quedas no BJJ | BJJ Wiki"
pt,bjj-combination-attacks-bjj,doubled-bjj-suffix,1094,"Teoria de Combos no Jiu Jitsu | BJJ Wiki"
pt,bjj-competition-anxiety,soft-topic:anxiety,1017,"Combatendo a Ansiedade de Competição no Jiu Jitsu | BJJ Wiki"
pt,bjj-competition-day-nutrition,soft-topic:nutrition,981,"Nutrição no Dia da Competição | BJJ App Wiki Brasil"
pt,bjj-competition-diet-guide,soft-topic:diet,1254,"Guia de Dieta para Competições de BJJ — Estratégia Nutricional no Dia do Torneio"
pt,bjj-competition-mindset,soft-topic:mindset,1093,"Mentalidade de Competição no BJJ: Habilidades Mentais para o Sucesso"
pt,bjj-competition-warmup-bjj,doubled-bjj-suffix,1128,"Rotina de Aquecimento | BJJ Wiki"
pt,bjj-compression-locks-bjj,doubled-bjj-suffix,1063,"Chaves de Compressão | BJJ Wiki"
pt,bjj-conceptual-bjj,doubled-bjj-suffix,1036,"Abordagem Conceitual do Jiu Jitsu | BJJ Wiki"
pt,bjj-conceptual-learning-bjj,doubled-bjj-suffix,1133,"Aprendizado Conceitual no BJJ | BJJ Wiki"
pt,bjj-confidence-bjj,doubled-bjj-suffix,1166,"Confiança no Jiu-Jitsu | BJJ Wiki"
pt,bjj-consistency-bjj,doubled-bjj-suffix,1169,"Consistência no Treino de Jiu Jitsu | BJJ Wiki"
pt,bjj-cool-down-guide-bjj,doubled-bjj-suffix,1139,"Alongamento Pós-Treino de Jiu Jitsu | BJJ Wiki"
pt,bjj-coordination-bjj,doubled-bjj-suffix,1177,"Coordenação para Jiu-Jitsu | BJJ Wiki"
pt,bjj-copy-elite-bjj,doubled-bjj-suffix,1141,"Copiando Técnicas de Atletas Elite | BJJ App Wiki Brasil"
pt,bjj-counter-attack-bjj,doubled-bjj-suffix,1030,"Teoria de Contra-Ataque no Jiu-Jitsu | BJJ Wiki"
pt,bjj-creating-angles-bjj,doubled-bjj-suffix,1082,"Criando Ângulos no Jiu-Jitsu | BJJ Wiki"
pt,bjj-curriculum-bjj,doubled-bjj-suffix,1242,"Desenho de Currículo de BJJ | BJJ Wiki"
pt,bjj-cutting-weight-bjj,doubled-bjj-suffix,1063,"Corte de Peso no BJJ | BJJ Wiki"
pt,bjj-diet-for-bjj,doubled-bjj-suffix,964,"Dieta para Jiu Jitsu | BJJ Wiki"
pt,bjj-diet-nutrition,soft-topic:nutrition,1031,"Guia de Dieta e Nutrição para BJJ | BJJ Wiki"
pt,bjj-distance-management-bjj,doubled-bjj-suffix,975,"Gerenciamento de Distância | BJJ Wiki"
pt,bjj-drilling-routines-bjj,doubled-bjj-suffix,1164,"Rotinas Diárias de Treino | BJJ App Wiki Brasil"
pt,bjj-ego-in-bjj,doubled-bjj-suffix,1159,"Ego e Treino no Jiu-Jitsu | BJJ Wiki"
pt,bjj-elbow-control-bjj,doubled-bjj-suffix,1151,"Controle de Cotovelo no Jiu-Jitsu | BJJ Wiki"
pt,bjj-endurance-game-bjj,doubled-bjj-suffix,1232,"Jogo de Resistência no Jiu-Jitsu | BJJ Wiki"
pt,bjj-explosive-power-bjj,doubled-bjj-suffix,1113,"Potência Explosiva para Jiu Jitsu | BJJ Wiki"
pt,bjj-feel-in-bjj,doubled-bjj-suffix,1126,"Desenvolvendo o Feeling no Jiu-Jitsu | BJJ Wiki"
pt,bjj-feint-techniques-bjj,doubled-bjj-suffix,1072,"Fintas e Enganos no Jiu-Jitsu | BJJ Wiki"
pt,bjj-film-study-bjj,doubled-bjj-suffix,1105,"Técnicas de Estudo de Filme | BJJ App Wiki Brasil"
pt,bjj-first-year-bjj,doubled-bjj-suffix,1177,"Primeiro Ano de BJJ: Guia Essencial | BJJ Wiki"
pt,bjj-flexibility-for-bjj,doubled-bjj-suffix,864,"Treinamento de Flexibilidade para Prevenção de Lesões em BJJ"
pt,bjj-flexibility-training-bjj,doubled-bjj-suffix,1036,"Flexibilidade no BJJ | BJJ Wiki"
pt,bjj-floating-pass-bjj,doubled-bjj-suffix,1155,"Passagem Flutuante | BJJ Wiki"
pt,bjj-flow-state-bjj,doubled-bjj-suffix,1236,"Estado de Fluxo no Jiu Jitsu | BJJ Wiki"
pt,bjj-foam-rolling-bjj,doubled-bjj-suffix,1111,"Liberação Miofascial no Jiu Jitsu | BJJ Wiki"
pt,bjj-focus-techniques-bjj,doubled-bjj-suffix,1033,"Foco e Concentração no BJJ | BJJ Wiki"
pt,bjj-foot-sweeps-bjj,doubled-bjj-suffix,1166,"Guia de Varreduras de Pé no BJJ"
pt,bjj-framing-in-bjj,doubled-bjj-suffix,1045,"Frames no BJJ | BJJ Wiki"
pt,bjj-front-headlock-bjj,doubled-bjj-suffix,962,"Front Headlock no Jiu Jitsu | BJJ Wiki"
pt,bjj-game-planning-bjj,doubled-bjj-suffix,1021,"Planejamento de Jogo no Jiu-Jitsu | BJJ Wiki"
pt,bjj-game-theory-bjj,doubled-bjj-suffix,1241,"Teoria de Jogos no BJJ | BJJ Wiki"
pt,bjj-gift-wrapping-bjj,doubled-bjj-suffix,952,"Gift Wrap das Costas | BJJ Wiki"
pt,bjj-grip-strength-bjj,doubled-bjj-suffix,1030,"Força de Pegada para Jiu Jitsu | BJJ Wiki"
pt,bjj-guard-engagement-bjj,doubled-bjj-suffix,1149,"Princípios de Engajamento de Guarda | BJJ Wiki"
pt,bjj-harai-goshi-bjj,doubled-bjj-suffix,1034,"Harai Goshi no BJJ | BJJ App Wiki Brasil"
pt,bjj-head-control-bjj,doubled-bjj-suffix,1060,"Fundamentos de Controle de Cabeça | BJJ App Wiki Brasil"
pt,bjj-hip-mobility-bjj,doubled-bjj-suffix,1059,"Mobilidade de Quadril para Jiu Jitsu | BJJ Wiki"
pt,bjj-hydration-bjj,doubled-bjj-suffix,1122,"Estratégias de Hidratação para BJJ | BJJ App Wiki Brasil"
pt,bjj-ice-bath-bjj,doubled-bjj-suffix,1148,"Terapia com Frio para Recuperação | BJJ App Wiki Brasil"
pt,bjj-initiative-bjj,doubled-bjj-suffix,1090,"Iniciativa no Jiu-Jitsu | BJJ Wiki"
pt,bjj-inside-step-bjj,doubled-bjj-suffix,1094,"Técnica de Inside Step | BJJ App Wiki Brasil"
pt,bjj-inversion-guide-bjj,doubled-bjj-suffix,1042,"Movimentos de Inversão no Jiu Jitsu | BJJ Wiki"
pt,bjj-inverted-guard-bjj,doubled-bjj-suffix,1123,"Técnicas de Guarda Invertida | BJJ Wiki"
pt,bjj-judo-for-bjj,doubled-bjj-suffix,1044,"Judô para BJJ: Projeções, Grips e Integração com o Groundwork | BJJ Wiki"
pt,bjj-judo-throws-for-bjj,doubled-bjj-suffix,1239,"Quedas do Judô para BJJ | Melhores Viagens, Varridas e Quedas de Sacrifício"
pt,bjj-jumping-guard-bjj,doubled-bjj-suffix,1084,"Técnica de Guarda Saltada | BJJ Wiki"
pt,bjj-kimura-details-bjj,doubled-bjj-suffix,1148,"Kimura Completa | BJJ Wiki"
pt,bjj-knee-health-bjj,doubled-bjj-suffix,1096,"Saúde do Joelho para Lutadores de BJJ | BJJ Wiki"
pt,bjj-kouchi-gari-bjj,doubled-bjj-suffix,1005,"Kouchi Gari para BJJ | BJJ Wiki"
pt,bjj-kuzushi-bjj,doubled-bjj-suffix,939,"Kuzushi BJJ | BJJ Wiki"
pt,bjj-late-defense-bjj,doubled-bjj-suffix,1137,"Defesa Tardia no Jiu Jitsu | BJJ Wiki"
pt,bjj-learning-styles-bjj,doubled-bjj-suffix,1145,"Estilos de Aprendizado no Jiu-Jitsu | BJJ Wiki"
pt,bjj-leg-lock-safety-bjj,doubled-bjj-suffix,1260,"Segurança de Chaves de Perna no Treino | BJJ Wiki"
pt,bjj-leg-pummeling-bjj,doubled-bjj-suffix,1148,"Leg Pummeling na Guarda | BJJ Wiki"
pt,bjj-legacy-in-bjj,doubled-bjj-suffix,1202,"Legado e Contribuição no Jiu-Jitsu | BJJ Wiki"
pt,bjj-leverage-principles-bjj,doubled-bjj-suffix,1123,"Princípios de Alavancagem no BJJ | BJJ Wiki"
pt,bjj-long-game-bjj,doubled-bjj-suffix,1094,"Jogo de Longo Prazo no BJJ | BJJ Wiki"
pt,bjj-longevity-bjj,doubled-bjj-suffix,1028,"Guia de Longevidade no BJJ | BJJ Wiki"
pt,bjj-longevity-guide,soft-topic:longevity,951,"Longevidade no BJJ | BJJ Wiki"
pt,bjj-losing-in-bjj,doubled-bjj-suffix,1136,"Perder com Dignidade no Jiu-Jitsu | BJJ Wiki"
pt,bjj-massage-therapy-bjj,doubled-bjj-suffix,1124,"Massagem para Jiu-Jitsu | BJJ Wiki"
pt,bjj-mental-game,soft-topic:mental,1115,"Jogo Mental no BJJ: Psicologia e Mindset | BJJ Wiki"
pt,bjj-mental-performance,soft-topic:mental,1192,"Desempenho Mental no BJJ | BJJ Wiki"
pt,bjj-mental-preparation,soft-topic:mental,1165,"Preparação Mental para BJJ: Mentalidade, Visualização e Psicologia Competitiva"
pt,bjj-mindfulness-bjj,doubled-bjj-suffix,979,"Guia de Mindfulness no Jiu Jitsu | BJJ Wiki"
pt,bjj-mindset-for-beginners,soft-topic:mindset,1090,"Mentalidade BJJ para Iniciantes | BJJ Wiki"
pt,bjj-motivation-bjj,doubled-bjj-suffix,1120,"Motivação no Jiu-Jitsu | BJJ Wiki"
pt,bjj-never-stop-learning-bjj,doubled-bjj-suffix,1166,"Aprendizado Contínuo no Jiu-Jitsu | BJJ Wiki"
pt,bjj-nutrition-guide,soft-topic:nutrition,1346,"Guia de Nutrição para BJJ: O que Comer para Treinar e Competir Melhor"
pt,bjj-nutrition-science,soft-topic:nutrition,983,"Ciência da Nutrição para Atletas de BJJ: Alimentação Baseada em Evidências"
pt,bjj-nutrition-timing,soft-topic:nutrition,1076,"Timing de Nutrição para BJJ"
pt,bjj-offense-first-bjj,doubled-bjj-suffix,1096,"BJJ Ofensivo | BJJ Wiki"
pt,bjj-older-athlete-bjj,doubled-bjj-suffix,1073,"BJJ para Atletas Mais Velhos — Treinar de Forma Inteligente Após os 40"
pt,bjj-osoto-gari-bjj,doubled-bjj-suffix,996,"Osoto Gari no BJJ | BJJ Wiki"
pt,bjj-overhead-sweep-bjj,doubled-bjj-suffix,1132,"Raspagem por Cima | BJJ Wiki"
pt,bjj-overhook-system-bjj,doubled-bjj-suffix,1127,"Sistema de Overhook (Whizzer) | BJJ Wiki"
pt,bjj-overtime-strategy-bjj,doubled-bjj-suffix,1068,"Estratégia de Overtime | EBI & IBJJF | BJJ App Wiki Brasil"
pt,bjj-overtraining-signs-bjj,doubled-bjj-suffix,1009,"Sinais de Overtraining no BJJ | BJJ Wiki"
pt,bjj-passing-concepts-bjj,doubled-bjj-suffix,1078,"Conceitos Essenciais de Passagem | BJJ Wiki"
pt,bjj-peak-performance-guide,soft-topic:performance,1308,"Guia de Pico de Performance BJJ | BJJ App Wiki Brasil"
pt,bjj-peak-performance,soft-topic:performance,1072,"Timing do Pico de Performance no BJJ | BJJ Wiki"
pt,bjj-penalty-avoidance-bjj,doubled-bjj-suffix,1149,"Evitando Punições no Jiu-Jitsu | BJJ Wiki"
pt,bjj-pendulum-sweep-bjj,doubled-bjj-suffix,1158,"Raspagem Pêndulo | BJJ Wiki"
pt,bjj-periodization-bjj,doubled-bjj-suffix,1141,"Periodização para Atletas de Jiu-Jitsu | BJJ Wiki"
pt,bjj-plateaus-bjj,doubled-bjj-suffix,1081,"Superando Platôs no Jiu-Jitsu | BJJ Wiki"
pt,bjj-post-training-nutrition,soft-topic:nutrition,1025,"Nutrição Pós-Treino | BJJ App Wiki Brasil"
pt,bjj-pre-training-nutrition,soft-topic:nutrition,849,"Nutrição Pré-Treino | BJJ App Wiki Brasil"
pt,bjj-principle-based-bjj,doubled-bjj-suffix,1123,"Treinamento de BJJ por Princípios | BJJ Wiki"
pt,bjj-proactive-bjj,doubled-bjj-suffix,995,"BJJ Proativo | BJJ Wiki"
pt,bjj-probing-attacks-bjj,doubled-bjj-suffix,1056,"Ataques de Sondagem no Jiu Jitsu | BJJ Wiki"
pt,bjj-problem-solving-bjj,doubled-bjj-suffix,1012,"Solução de Problemas no Jiu-Jitsu | BJJ Wiki"
pt,bjj-progressive-overload-bjj,doubled-bjj-suffix,1160,"Sobrecarga Progressiva em BJJ | BJJ App Wiki Brasil"
pt,bjj-proprioception-bjj,doubled-bjj-suffix,1125,"Propriocepção no Jiu-Jitsu | BJJ Wiki"
pt,bjj-protein-for-bjj,doubled-bjj-suffix,1110,"Ingestão de Proteína para BJJ | BJJ App Wiki Brasil"
pt,bjj-reaction-based-bjj,doubled-bjj-suffix,1167,"Jogo BJJ Baseado em Reação | Estratégia Adaptativa | BJJ App Wiki Brasil"
pt,bjj-reaction-training-bjj,doubled-bjj-suffix,1155,"Treinamento de Reação no BJJ | Desenvolvendo Respostas Automáticas"
pt,bjj-reading-opponent-bjj,doubled-bjj-suffix,1033,"Lendo o Oponente no Jiu-Jitsu | BJJ Wiki"
pt,bjj-reaping-rules-bjj,doubled-bjj-suffix,1044,"Regras de Reaping no BJJ | BJJ Wiki"
pt,bjj-recovery-protocol-bjj,doubled-bjj-suffix,973,"Protocolo de Recuperação Jiu Jitsu | BJJ Wiki"
pt,bjj-recovery-protocols-bjj,doubled-bjj-suffix,949,"Protocolos de Recuperação para BJJ | BJJ Wiki"
pt,bjj-referee-position-bjj,doubled-bjj-suffix,1046,"Fugas da Posição de Árbitro | BJJ Wiki"
